patcnty1,dsch_yr,race_grp1,Discharges,mdc_desc,gender,age
Alameda,2018,Other,7622,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,49
Alameda,2018,Unknown,1832,BURNS,Female,22
Alameda,2018,White,44125,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,71
Alpine,2012,Aisan,818,MULTIPLE SIGNFICANT TRAUMA,Female,76
Alpine,2012,Hispanic,818,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male,29
Alpine,2012,American,818,UNGROUPABLE,Unknown,62
Alpine,2012,Other,3,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female,53
Alpine,2012,White,16,"EYE, DISEASES & DISORDERS",Male,58
Alpine,2013,Hispanic,818,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Female,27
Alpine,2013,American,818,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Male,69
Alpine,2013,White,15,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,70
Alpine,2014,Hispanic,818,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,54
Alpine,2014,American,818,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown,71
Alpine,2014,White,11,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,12
Alpine,2015,American,818,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,20
Alpine,2015,Unknown,818,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,28
Alpine,2015,White,19,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,52
Alpine,2016,Hispanic,818,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,31
Alpine,2016,American,818,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,27
Alpine,2016,White,22,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,13
Alpine,2017,Hispanic,818,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,43
Alpine,2017,American,818,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male,43
Alpine,2017,Other,1,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female,35
Alpine,2017,White,17,INFECTIOUS & PARASITIC DISEASES,Male,27
Alpine,2018,Hispanic,818,MENTAL DISEASES & DISORDERS,Unknown,21
Alpine,2018,American,818,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,44
Alpine,2018,White,37,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,75
Amador,2012,Aisan,36,BURNS,Female,31
Amador,2012,Black,42,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,61
Amador,2012,Hispanic,381,MULTIPLE SIGNFICANT TRAUMA,Female,65
Amador,2012,American,17,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male,16
Amador,2012,Other,36,UNGROUPABLE,Female,32
Amador,2012,Unknown,52,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,22
Amador,2012,White,3825,"EYE, DISEASES & DISORDERS",Female,45
Amador,2013,Aisan,31,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,63
Amador,2013,Black,49,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,30
Amador,2013,Hispanic,359,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,72
Amador,2013,American,20,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female,50
Amador,2013,Other,48,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male,28
Amador,2013,Unknown,28,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,45
Amador,2013,White,3621,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,52
Amador,2014,Aisan,34,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,62
Amador,2014,Black,69,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,76
Amador,2014,Hispanic,321,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,40
Amador,2014,American,23,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,71
Amador,2014,Other,19,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,47
Amador,2014,Unknown,48,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,72
Amador,2014,White,3703,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male,73
Amador,2015,Aisan,40,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female,36
Amador,2015,Black,70,INFECTIOUS & PARASITIC DISEASES,Male,76
Amador,2015,Hispanic,385,MENTAL DISEASES & DISORDERS,Female,77
Amador,2015,American,27,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male,35
Amador,2015,Other,37,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown,75
Amador,2015,Unknown,139,BURNS,Female,52
Amador,2015,White,3836,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,21
Amador,2016,Aisan,51,MULTIPLE SIGNFICANT TRAUMA,Unknown,48
Amador,2016,Black,69,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Female,47
Amador,2016,Hispanic,322,UNGROUPABLE,Male,56
Amador,2016,American,26,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown,55
Amador,2016,Other,64,"EYE, DISEASES & DISORDERS",Female,75
Amador,2016,Unknown,105,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,39
Amador,2016,White,3916,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown,56
Amador,2017,Aisan,46,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,26
Amador,2017,Black,74,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,51
Amador,2017,Hispanic,383,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown,16
Amador,2017,American,43,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,79
Amador,2017,Other,61,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,56
Amador,2017,Unknown,110,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,27
Amador,2017,White,3852,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,35
Amador,2018,Aisan,70,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,68
Amador,2018,Black,90,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,33
Amador,2018,Hispanic,319,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,77
Amador,2018,American,34,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,26
Amador,2018,Other,62,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female,69
Amador,2018,Unknown,120,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male,55
Amador,2018,White,3865,INFECTIOUS & PARASITIC DISEASES,Female,29
Butte,2012,Aisan,704,MENTAL DISEASES & DISORDERS,Male,26
Butte,2012,Black,634,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,71
Butte,2012,Hispanic,2521,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,40
Butte,2012,American,306,BURNS,Female,51
Butte,2012,Other,589,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,56
Butte,2012,Unknown,240,MULTIPLE SIGNFICANT TRAUMA,Female,40
Butte,2012,White,27383,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male,8
Butte,2013,Aisan,774,UNGROUPABLE,Female,36
Butte,2013,Black,710,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,42
Butte,2013,Hispanic,2396,"EYE, DISEASES & DISORDERS",Female,56
Butte,2013,American,366,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,19
Butte,2013,Other,615,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown,21
Butte,2013,Unknown,256,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,16
Butte,2013,White,27305,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,78
Butte,2014,Aisan,791,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown,20
Butte,2014,Black,653,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,70
Butte,2014,Hispanic,2381,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,75
Butte,2014,American,380,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,78
Butte,2014,Other,676,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,10
Butte,2014,Unknown,293,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,18
Butte,2014,White,27331,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,16
Butte,2015,Aisan,751,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,32
Butte,2015,Black,669,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,46
Butte,2015,Hispanic,2303,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown,72
Butte,2015,American,391,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female,65
Butte,2015,Other,774,INFECTIOUS & PARASITIC DISEASES,Male,58
Butte,2015,Unknown,376,MENTAL DISEASES & DISORDERS,Female,20
Butte,2015,White,28031,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male,62
Butte,2016,Aisan,858,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female,16
Butte,2016,Black,717,BURNS,Male,28
Butte,2016,Hispanic,2397,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Unknown,66
Butte,2016,American,446,MULTIPLE SIGNFICANT TRAUMA,Female,23
Butte,2016,Other,897,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male,38
Butte,2016,Unknown,312,UNGROUPABLE,Unknown,25
Butte,2016,White,28655,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female,69
Butte,2017,Aisan,974,"EYE, DISEASES & DISORDERS",Male,59
Butte,2017,Black,702,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown,51
Butte,2017,Hispanic,2433,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,52
Butte,2017,American,507,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,12
Butte,2017,Other,898,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown,55
Butte,2017,Unknown,208,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female,40
Butte,2017,White,29121,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male,11
Butte,2018,Aisan,936,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown,15
Butte,2018,Black,791,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female,33
Butte,2018,Hispanic,2766,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,73
Butte,2018,American,520,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,13
Butte,2018,Other,979,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,33
Butte,2018,Unknown,349,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,71
Butte,2018,White,29128,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Unknown,50
Calaveras,2012,Aisan,18,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",Female,55
Calaveras,2012,Black,49,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male,56
Calaveras,2012,Hispanic,397,INFECTIOUS & PARASITIC DISEASES,Female,65
Calaveras,2012,American,22,MENTAL DISEASES & DISORDERS,Male,39
Calaveras,2012,Other,66,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,46
Calaveras,2012,Unknown,39,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,22
Calaveras,2012,White,4395,BURNS,Female,75
Calaveras,2013,Aisan,31,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,21
Calaveras,2013,Black,42,MULTIPLE SIGNFICANT TRAUMA,Unknown,36
Calaveras,2013,Hispanic,338,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Female,64
Calaveras,2013,American,29,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Male,64
Calaveras,2013,Other,60,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,51
Calaveras,2013,Unknown,45,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male,53
Calaveras,2013,White,4228,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,49
Calaveras,2014,Aisan,31,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,72
Calaveras,2014,Black,26,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,60
Calaveras,2014,Hispanic,289,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,13
Calaveras,2014,American,20,MENTAL DISEASES & DISORDERS,Unknown,9
Calaveras,2014,Other,55,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female,70
Calaveras,2014,Unknown,71,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,78
Calaveras,2014,White,4105,MULTIPLE SIGNFICANT TRAUMA,Unknown,41
Calaveras,2015,Aisan,41,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,9
Calaveras,2015,Black,23,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,29
Calaveras,2015,Hispanic,214,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown,37
Calaveras,2015,American,22,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,55
Calaveras,2015,Other,55,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,10
Calaveras,2015,Unknown,89,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Unknown,32
Calaveras,2015,White,4350,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,79
Calaveras,2016,Aisan,40,INFECTIOUS & PARASITIC DISEASES,Male,53
Calaveras,2016,Black,22,MENTAL DISEASES & DISORDERS,Unknown,67
Calaveras,2016,Hispanic,258,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female,30
Calaveras,2016,American,31,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,70
Calaveras,2016,Other,67,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown,69
Calaveras,2016,Unknown,82,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,8
Calaveras,2016,White,4174,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,36
Calaveras,2017,Aisan,47,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown,10
Calaveras,2017,Black,34,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,23
Calaveras,2017,Hispanic,269,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,20
Calaveras,2017,American,17,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,52
Calaveras,2017,Other,61,INFECTIOUS & PARASITIC DISEASES,Male,15
Calaveras,2017,Unknown,131,MENTAL DISEASES & DISORDERS,Unknown,49
Calaveras,2017,White,4352,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female,69
Calaveras,2018,Aisan,39,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,41
Calaveras,2018,Black,38,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Female,18
Calaveras,2018,Hispanic,286,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,70
Calaveras,2018,American,27,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female,29
Calaveras,2018,Other,70,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male,57
Calaveras,2018,Unknown,85,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Female,60
Calaveras,2018,White,4253,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Male,23
Colusa,2012,Aisan,19,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,20
Colusa,2012,Black,25,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,38
Colusa,2012,Hispanic,1076,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,65
Colusa,2012,American,818,MENTAL DISEASES & DISORDERS,Male,65
Colusa,2012,Other,45,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female,65
Colusa,2012,Unknown,818,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,48
Colusa,2012,White,1175,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,41
Colusa,2013,Aisan,18,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,28
Colusa,2013,Black,15,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female,36
Colusa,2013,Hispanic,1000,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male,12
Colusa,2013,American,14,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,49
Colusa,2013,Other,37,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,65
Colusa,2013,Unknown,4,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,72
Colusa,2013,White,1121,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,36
Colusa,2014,Aisan,41,MENTAL DISEASES & DISORDERS,Female,22
Colusa,2014,Black,25,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male,35
Colusa,2014,Hispanic,881,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female,66
Colusa,2014,American,28,BURNS,Male,24
Colusa,2014,Other,29,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown,73
Colusa,2014,Unknown,13,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,56
Colusa,2014,White,1178,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,73
Colusa,2015,Aisan,19,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Unknown,62
Colusa,2015,Black,13,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Female,57
Colusa,2015,Hispanic,874,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Male,66
Colusa,2015,American,27,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Unknown,63
Colusa,2015,Other,33,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,27
Colusa,2015,Unknown,12,MENTAL DISEASES & DISORDERS,Male,28
Colusa,2015,White,1182,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown,10
Colusa,2016,Aisan,25,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,54
Colusa,2016,Black,22,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,60
Colusa,2016,Hispanic,807,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown,8
Colusa,2016,American,23,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female,11
Colusa,2016,Other,50,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male,48
Colusa,2016,Unknown,26,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown,68
Colusa,2016,White,1099,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female,70
Colusa,2017,Aisan,25,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,47
Colusa,2017,Black,818,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Unknown,52
Colusa,2017,Hispanic,908,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,43
Colusa,2017,American,14,MENTAL DISEASES & DISORDERS,Male,65
Colusa,2017,Other,42,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,12
Colusa,2017,Unknown,818,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,54
Colusa,2017,White,1010,"EYE, DISEASES & DISORDERS",Female,39
Colusa,2018,Aisan,26,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,44
Colusa,2018,Black,34,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,33
Colusa,2018,Hispanic,977,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,51
Colusa,2018,American,29,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female,21
Colusa,2018,Other,36,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male,64
Colusa,2018,Unknown,24,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,24
Colusa,2018,White,1241,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,64
Contra Costa,2012,Aisan,9711,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female,12
