patcnty1,dsch_yr,race_grp1,Discharges,mdc_desc,gender,age
Alameda,2014,White,0.7746478873239436,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown,63
Alameda,2015,Aisan,0.352112676056338,BURNS,Female,33
Alameda,2015,Black,0.352112676056338,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,33
Alameda,2015,Hispanic,0.9154929577464789,MULTIPLE SIGNFICANT TRAUMA,Female,73
Alameda,2015,American,0.9577464788732394,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male,76
Alameda,2015,Other,0.4788732394366197,UNGROUPABLE,Female,42
Alameda,2015,Unknown,0.5915492957746479,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,50
Alameda,2015,White,0.30985915492957744,"EYE, DISEASES & DISORDERS",Female,30
Alameda,2016,Aisan,0.5211267605633803,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,45
Alameda,2016,Black,0.8591549295774648,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,69
Alameda,2016,Hispanic,0.8873239436619719,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,71
Alameda,2016,American,0.6056338028169014,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female,51
Alameda,2016,Other,0.8732394366197183,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male,70
Alameda,2016,Unknown,0.676056338028169,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,56
Alameda,2016,White,0.8028169014084507,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,65
Alameda,2017,Aisan,0.8591549295774648,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female,69
Alameda,2017,Black,0.028169014084507043,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,10
Alameda,2017,Hispanic,0.2112676056338028,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,23
Alameda,2017,American,0.676056338028169,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,56
Alameda,2017,Other,0.07042253521126761,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,13
Alameda,2017,Unknown,0.8169014084507042,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,66
Alameda,2017,White,0.43661971830985913,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female,39
Alameda,2018,Aisan,0.028169014084507043,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male,10
Alameda,2018,Black,0.7323943661971831,INFECTIOUS & PARASITIC DISEASES,Female,60
Alameda,2018,Hispanic,0.6619718309859155,MENTAL DISEASES & DISORDERS,Male,55
Alameda,2018,American,0.4225352112676056,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,38
Alameda,2018,Other,0.5774647887323944,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,49
Alameda,2018,Unknown,0.19718309859154928,BURNS,Female,22
Alameda,2018,White,0.8873239436619719,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,71
Alpine,2012,Aisan,0.9577464788732394,MULTIPLE SIGNFICANT TRAUMA,Female,76
Alpine,2012,Hispanic,0.29577464788732394,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male,29
Alpine,2012,American,0.7605633802816901,UNGROUPABLE,Unknown,62
Alpine,2012,Other,0.6338028169014085,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female,53
Alpine,2012,White,0.704225352112676,"EYE, DISEASES & DISORDERS",Male,58
Alpine,2013,Hispanic,0.2676056338028169,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Female,27
Alpine,2013,American,0.8591549295774648,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Male,69
Alpine,2013,White,0.8732394366197183,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,70
Alpine,2014,Hispanic,0.647887323943662,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,54
Alpine,2014,American,0.8873239436619719,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown,71
Alpine,2014,White,0.056338028169014086,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,12
Alpine,2015,American,0.16901408450704225,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,20
Alpine,2015,Unknown,0.28169014084507044,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,28
Alpine,2015,White,0.6197183098591549,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,52
Alpine,2016,Hispanic,0.323943661971831,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,31
Alpine,2016,American,0.2676056338028169,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,27
Alpine,2016,White,0.07042253521126761,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,13
Alpine,2017,Hispanic,0.49295774647887325,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,43
Alpine,2017,American,0.49295774647887325,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male,43
Alpine,2017,Other,0.38028169014084506,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female,35
Alpine,2017,White,0.2676056338028169,INFECTIOUS & PARASITIC DISEASES,Male,27
Alpine,2018,Hispanic,0.18309859154929578,MENTAL DISEASES & DISORDERS,Unknown,21
Alpine,2018,American,0.5070422535211268,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,44
Alpine,2018,White,0.9436619718309859,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,75
Amador,2012,Aisan,0.323943661971831,BURNS,Female,31
Amador,2012,Black,0.7464788732394366,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,61
Amador,2012,Hispanic,0.8028169014084507,MULTIPLE SIGNFICANT TRAUMA,Female,65
Amador,2012,American,0.11267605633802817,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male,16
Amador,2012,Other,0.3380281690140845,UNGROUPABLE,Female,32
Amador,2012,Unknown,0.19718309859154928,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,22
Amador,2012,White,0.5211267605633803,"EYE, DISEASES & DISORDERS",Female,45
Amador,2013,Aisan,0.7746478873239436,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,63
Amador,2013,Black,0.30985915492957744,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,30
Amador,2013,Hispanic,0.9014084507042254,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,72
Amador,2013,American,0.5915492957746479,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female,50
Amador,2013,Other,0.28169014084507044,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male,28
Amador,2013,Unknown,0.5211267605633803,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,45
Amador,2013,White,0.6197183098591549,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,52
Amador,2014,Aisan,0.7605633802816901,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,62
Amador,2014,Black,0.9577464788732394,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,76
Amador,2014,Hispanic,0.4507042253521127,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,40
Amador,2014,American,0.8873239436619719,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,71
Amador,2014,Other,0.5492957746478874,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,47
Amador,2014,Unknown,0.9014084507042254,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,72
Amador,2014,White,0.9154929577464789,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male,73
Amador,2015,Aisan,0.39436619718309857,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female,36
Amador,2015,Black,0.9577464788732394,INFECTIOUS & PARASITIC DISEASES,Male,76
Amador,2015,Hispanic,0.971830985915493,MENTAL DISEASES & DISORDERS,Female,77
Amador,2015,American,0.38028169014084506,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male,35
Amador,2015,Other,0.9436619718309859,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown,75
Amador,2015,Unknown,0.6197183098591549,BURNS,Female,52
Amador,2015,White,0.18309859154929578,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,21
Amador,2016,Aisan,0.5633802816901409,MULTIPLE SIGNFICANT TRAUMA,Unknown,48
Amador,2016,Black,0.5492957746478874,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Female,47
Amador,2016,Hispanic,0.676056338028169,UNGROUPABLE,Male,56
Amador,2016,American,0.6619718309859155,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown,55
Amador,2016,Other,0.9436619718309859,"EYE, DISEASES & DISORDERS",Female,75
Amador,2016,Unknown,0.43661971830985913,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,39
Amador,2016,White,0.676056338028169,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown,56
Amador,2017,Aisan,0.2535211267605634,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,26
Amador,2017,Black,0.6056338028169014,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,51
Amador,2017,Hispanic,0.11267605633802817,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown,16
Amador,2017,American,1.0,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,79
Amador,2017,Other,0.676056338028169,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,56
Amador,2017,Unknown,0.2676056338028169,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,27
Amador,2017,White,0.38028169014084506,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,35
Amador,2018,Aisan,0.8450704225352113,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,68
Amador,2018,Black,0.352112676056338,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,33
Amador,2018,Hispanic,0.971830985915493,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,77
Amador,2018,American,0.2535211267605634,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,26
Amador,2018,Other,0.8591549295774648,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female,69
Amador,2018,Unknown,0.6619718309859155,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male,55
Amador,2018,White,0.29577464788732394,INFECTIOUS & PARASITIC DISEASES,Female,29
Butte,2012,Aisan,0.2535211267605634,MENTAL DISEASES & DISORDERS,Male,26
Butte,2012,Black,0.8873239436619719,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,71
Butte,2012,Hispanic,0.4507042253521127,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,40
Butte,2012,American,0.6056338028169014,BURNS,Female,51
Butte,2012,Other,0.676056338028169,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,56
Butte,2012,Unknown,0.4507042253521127,MULTIPLE SIGNFICANT TRAUMA,Female,40
Butte,2012,White,0.0,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male,8
Butte,2013,Aisan,0.39436619718309857,UNGROUPABLE,Female,36
Butte,2013,Black,0.4788732394366197,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,42
Butte,2013,Hispanic,0.676056338028169,"EYE, DISEASES & DISORDERS",Female,56
Butte,2013,American,0.15492957746478872,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,19
Butte,2013,Other,0.18309859154929578,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown,21
Butte,2013,Unknown,0.11267605633802817,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,16
Butte,2013,White,0.9859154929577465,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,78
Butte,2014,Aisan,0.16901408450704225,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown,20
Butte,2014,Black,0.8732394366197183,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,70
Butte,2014,Hispanic,0.9436619718309859,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male,75
Butte,2014,American,0.9859154929577465,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown,78
Butte,2014,Other,0.028169014084507043,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female,10
Butte,2014,Unknown,0.14084507042253522,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,18
Butte,2014,White,0.11267605633802817,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,16
Butte,2015,Aisan,0.3380281690140845,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,32
Butte,2015,Black,0.5352112676056338,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,46
Butte,2015,Hispanic,0.9014084507042254,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown,72
Butte,2015,American,0.8028169014084507,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female,65
Butte,2015,Other,0.704225352112676,INFECTIOUS & PARASITIC DISEASES,Male,58
Butte,2015,Unknown,0.16901408450704225,MENTAL DISEASES & DISORDERS,Female,20
Butte,2015,White,0.7605633802816901,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male,62
Butte,2016,Aisan,0.11267605633802817,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female,16
Butte,2016,Black,0.28169014084507044,BURNS,Male,28
Butte,2016,Hispanic,0.8169014084507042,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Unknown,66
Butte,2016,American,0.2112676056338028,MULTIPLE SIGNFICANT TRAUMA,Female,23
Butte,2016,Other,0.4225352112676056,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male,38
Butte,2016,Unknown,0.23943661971830985,UNGROUPABLE,Unknown,25
Butte,2016,White,0.8591549295774648,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female,69
Butte,2017,Aisan,0.7183098591549296,"EYE, DISEASES & DISORDERS",Male,59
Butte,2017,Black,0.6056338028169014,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown,51
Butte,2017,Hispanic,0.6197183098591549,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,52
Butte,2017,American,0.056338028169014086,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,12
Butte,2017,Other,0.6619718309859155,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown,55
Butte,2017,Unknown,0.4507042253521127,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female,40
Butte,2017,White,0.04225352112676056,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male,11
Butte,2018,Aisan,0.09859154929577464,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown,15
Butte,2018,Black,0.352112676056338,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female,33
Butte,2018,Hispanic,0.9154929577464789,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,73
Butte,2018,American,0.07042253521126761,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown,13
Butte,2018,Other,0.352112676056338,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,33
Butte,2018,Unknown,0.8873239436619719,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,71
Butte,2018,White,0.5915492957746479,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Unknown,50
Calaveras,2012,Aisan,0.6619718309859155,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",Female,55
Calaveras,2012,Black,0.676056338028169,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male,56
Calaveras,2012,Hispanic,0.8028169014084507,INFECTIOUS & PARASITIC DISEASES,Female,65
Calaveras,2012,American,0.43661971830985913,MENTAL DISEASES & DISORDERS,Male,39
Calaveras,2012,Other,0.5352112676056338,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female,46
Calaveras,2012,Unknown,0.19718309859154928,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male,22
Calaveras,2012,White,0.9436619718309859,BURNS,Female,75
Calaveras,2013,Aisan,0.18309859154929578,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,21
Calaveras,2013,Black,0.39436619718309857,MULTIPLE SIGNFICANT TRAUMA,Unknown,36
Calaveras,2013,Hispanic,0.7887323943661971,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Female,64
Calaveras,2013,American,0.7887323943661971,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Male,64
Calaveras,2013,Other,0.6056338028169014,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female,51
Calaveras,2013,Unknown,0.6338028169014085,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male,53
Calaveras,2013,White,0.5774647887323944,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,49
Calaveras,2014,Aisan,0.9014084507042254,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male,72
Calaveras,2014,Black,0.7323943661971831,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,60
Calaveras,2014,Hispanic,0.07042253521126761,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,13
Calaveras,2014,American,0.014084507042253521,MENTAL DISEASES & DISORDERS,Unknown,9
Calaveras,2014,Other,0.8732394366197183,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female,70
Calaveras,2014,Unknown,0.9859154929577465,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male,78
Calaveras,2014,White,0.4647887323943662,MULTIPLE SIGNFICANT TRAUMA,Unknown,41
Calaveras,2015,Aisan,0.014084507042253521,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,9
Calaveras,2015,Black,0.29577464788732394,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male,29
Calaveras,2015,Hispanic,0.4084507042253521,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown,37
Calaveras,2015,American,0.6619718309859155,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,55
Calaveras,2015,Other,0.028169014084507043,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,10
Calaveras,2015,Unknown,0.3380281690140845,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Unknown,32
Calaveras,2015,White,1.0,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,79
Calaveras,2016,Aisan,0.6338028169014085,INFECTIOUS & PARASITIC DISEASES,Male,53
Calaveras,2016,Black,0.8309859154929577,MENTAL DISEASES & DISORDERS,Unknown,67
Calaveras,2016,Hispanic,0.30985915492957744,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female,30
Calaveras,2016,American,0.8732394366197183,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,70
Calaveras,2016,Other,0.8591549295774648,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown,69
Calaveras,2016,Unknown,0.0,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,8
Calaveras,2016,White,0.39436619718309857,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,36
Calaveras,2017,Aisan,0.028169014084507043,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown,10
Calaveras,2017,Black,0.2112676056338028,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,23
Calaveras,2017,Hispanic,0.16901408450704225,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,20
Calaveras,2017,American,0.6197183098591549,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,52
Calaveras,2017,Other,0.09859154929577464,INFECTIOUS & PARASITIC DISEASES,Male,15
Calaveras,2017,Unknown,0.5774647887323944,MENTAL DISEASES & DISORDERS,Unknown,49
Calaveras,2017,White,0.8591549295774648,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female,69
Calaveras,2018,Aisan,0.4647887323943662,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male,41
Calaveras,2018,Black,0.14084507042253522,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Female,18
Calaveras,2018,Hispanic,0.8732394366197183,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,70
Calaveras,2018,American,0.29577464788732394,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female,29
Calaveras,2018,Other,0.6901408450704225,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male,57
Calaveras,2018,Unknown,0.7323943661971831,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Female,60
Calaveras,2018,White,0.2112676056338028,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Male,23
Colusa,2012,Aisan,0.16901408450704225,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female,20
Colusa,2012,Black,0.4225352112676056,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male,38
Colusa,2012,Hispanic,0.8028169014084507,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female,65
Colusa,2012,American,0.8028169014084507,MENTAL DISEASES & DISORDERS,Male,65
Colusa,2012,Other,0.8028169014084507,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female,65
Colusa,2012,Unknown,0.5633802816901409,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male,48
Colusa,2012,White,0.4647887323943662,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,41
Colusa,2013,Aisan,0.28169014084507044,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,28
Colusa,2013,Black,0.39436619718309857,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female,36
Colusa,2013,Hispanic,0.056338028169014086,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male,12
Colusa,2013,American,0.5774647887323944,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female,49
Colusa,2013,Other,0.8028169014084507,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male,65
Colusa,2013,Unknown,0.9014084507042254,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female,72
Colusa,2013,White,0.39436619718309857,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male,36
Colusa,2014,Aisan,0.19718309859154928,MENTAL DISEASES & DISORDERS,Female,22
Colusa,2014,Black,0.38028169014084506,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male,35
Colusa,2014,Hispanic,0.8169014084507042,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female,66
Colusa,2014,American,0.22535211267605634,BURNS,Male,24
Colusa,2014,Other,0.9154929577464789,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown,73
Colusa,2014,Unknown,0.676056338028169,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female,56
Colusa,2014,White,0.9154929577464789,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male,73
